main_photo,name,type,category_l2,category_l4,is_markup,target,stratify_column,__index_level_0__,,
https://cdn1.ozone.ru/s3/multimedia-a/6708376306.jpg,"(1 лист) Подставка для хранения винтов, разборки и ремонта (магнитная), принадлежности для инструментов",Держатель.для.инструментов,Строительство и ремонт,Прочая оснастка,true,1,Строительство и ремонт_True_1,205894,,
https://cdn1.ozone.ru/s3/multimedia-1-8/7007752412.jpg,15 мл мусульманские духи Халяль Дубай Ретро Эфирное масло Изысканный ретро парфюм в подарок,Кабачок,Красота и гигиена,Сухие и масляные духи,true,0,Красота и гигиена_True_0,714395,,
https://cdn1.ozone.ru/s3/multimedia-1-o/7162166904.jpg,Женский и мужской костюм для сноуборда_теплая плотная куртка куртка + брюки,Пальто.утепленное,Одежда,Комплект верхней одежды,true,1,Одежда_True_1,567970,,
https://cdn1.ozone.ru/s3/multimedia-1-q/7183529666.jpg,"Нейтрализатор запаха ""CleanBox"" BLOCK домашних животных и с ароматом кожи , 2 шт* 500 мл",Нейтрализатор.запаха,Дом и сад,Нейтрализатор запаха,true,1,Дом и сад_True_1,741148,,
https://cdn1.ozone.ru/s3/multimedia-1-r/7192449135.jpg,Футуристические зеркальные очки,Воздушный.шар.с.гелием.(надутый),Дом и сад,Шарик воздушный,true,0,Дом и сад_True_0,325766,,
https://cdn1.ozone.ru/s3/multimedia-1-f/7181165967.jpg,4 шт. Металлическая Защелка,Патина.витражная,Хобби и творчество,"Брадсы, люверсы, заклепки",true,0,Хобби и творчество_True_0,318870,,
https://cdn1.ozone.ru/s3/multimedia-q/6335383478.jpg,"Фара автомобильная,DC12V 7W автомобильная COB 48LED световая панель - белый свет, 39*35",Сдача.недвижимости,Автотовары,Автомобильные лампы,true,0,Автотовары_True_0,693450,,
https://cdn1.ozone.ru/s3/multimedia-1-t/7089786317.jpg,"Бокал для вина ""Дева"" гравировка, 350 мл",Пневмопистолет.моющий,Детские товары,Детская посуда,true,0,Детские товары_True_0,386048,,
https://cdn1.ozone.ru/s3/multimedia-1-o/7176178284.jpg,"Фасад Ницца Ф-51М Н801М, 708*792*16 (В*Ш*Г) мм, цвет Дуб крем",Вертушка,Мебель,Кухонный фасад,true,0,Мебель_True_0,558440,,
https://cdn1.ozone.ru/s3/multimedia-1-c/7182114960.jpg,"Пенал КОКОС 1 отделение, 190х110х30, ""Виртуальная реальность"" soft touch (ПО-021_240202)",Таймер,Канцелярские товары,Пенал,true,0,Канцелярские товары_True_0,101333,,
https://cdn1.ozone.ru/s3/multimedia-1-q/7071241526.jpg,Электрическая точилка для карандашей Розовый Розовый,Пояс.для.плавания,Хобби и творчество,Набор для росписи,true,0,Хобби и творчество_True_0,819938,,
https://cdn1.ozone.ru/s3/multimedia-v/6743463943.jpg,Zuru Oosh Игровой набор Cotton Candy Конфета на палочке со сквишем 3 предмета Клубника 8628SQ1,Краска.меловая,Детские товары,Антистрессовая игрушка,true,0,Детские товары_True_0,50923,,
https://cdn1.ozone.ru/s3/multimedia-1-g/7042742944.jpg,"Фильтр воздушный для Шевроле Тахо 840 1999-2006, Tahoe 840 фильтр воздушный MANN-FILTER C 30 170, oem 93185452",Воздушный.фильтр,Автотовары,Автофильтры,true,1,Автотовары_True_1,153670,,
https://cdn1.ozone.ru/s3/multimedia-1-h/7121131253.jpg,"Коврик придверный в прихожую для обуви, зеленый 80х120",Коврик.придверный,Дом и сад,Ковер,true,1,Дом и сад_True_1,101348,,
https://cdn1.ozone.ru/s3/multimedia-1-h/7184174669.jpg,Раковина Ceramicanova Element CN6052ML голубая матовая,Услуги.по.поиску.работы,Строительство и ремонт,Раковина,true,0,Строительство и ремонт_True_0,565027,,
https://cdn1.ozone.ru/s3/multimedia-1-r/6922560519.jpg,Люк ревизионный под плитку 900х600 мм одностворчатый сантехнический настенный скрытый фактический размер 860(ширина) х 633(высота) мм Шагма,Люк.канализационный,Строительство и ремонт,Ревизионный люк,true,1,Строительство и ремонт_True_1,538977,,
https://cdn1.ozone.ru/s3/multimedia-1-1/7142790025.jpg,"Аккумулятор для электровелосипеда Hailong 2,36В",Проживание.в.пансионате,Спорт и отдых,Электровелосипед,true,0,Спорт и отдых_True_0,761772,,
https://cdn1.ozone.ru/s3/multimedia-1-h/7157026421.jpg,Гуль Фаллаут Чиби Премиум Набор для раскрашивания,Держатель.для.гардеробной.системы,Детские товары,"Фигурки, наборы фигурок",true,0,Детские товары_True_0,226076,,
https://cdn1.ozone.ru/s3/multimedia-1-u/7048856982.jpg,"Кнопки установочные для одежды, кнопки Альфа металлич",Кнопки.для.одежды,Хобби и творчество,"Застежки, пуговицы",true,1,Хобби и творчество_True_1,944168,,
https://cdn1.ozone.ru/s3/multimedia-k/6157770020.jpg,Симулятор Детская эмалированная мягкая кукла Детская игрушка,Проектирование,Детские товары,Игровой набор с куклой,true,0,Детские товары_True_0,21825,,
https://cdn1.ozone.ru/s3/multimedia-1-l/7195610793.jpg,"Чехол Soft Touch на Infinix Smart 9_Hot 50i _ Инфиникс Смарт 9_Хот 50i ""Sugar Daddy"", черный",Чехол.для.плеера,Электроника,Чехол для смартфона,true,0,Электроника_True_0,99021,,
https://cdn1.ozone.ru/s3/multimedia-1-y/7121155786.jpg,"РОДНЫЕ КОРМА ЗАМОРСКИЕ для взрослых кошек с тунцом, курицей лососем в желе по-тайски пауч (70 гр х 8 шт)",Влажные.салфетки,Товары для животных,Корм консервированный,true,0,Товары для животных_True_0,547613,,
https://cdn1.ozone.ru/s3/multimedia-1-6/7184500386.jpg,"V-образный аппарат для лица, V-лифтинговый пояс, лифтинг-массажер от целлюлита уменьшения двойного подбородка, фотонной терапии",Окунь,Красота и гигиена,Набор аксессуаров для макияжа,true,0,Красота и гигиена_True_0,746392,,
https://cdn1.ozone.ru/s3/multimedia-1-v/7195820287.jpg,Профессиональный цифровой алкотестер ГИБДД,Мундштук.для.алкотестера,Автотовары,Алкотестер,true,0,Автотовары_True_0,256553,,
https://cdn1.ozone.ru/s3/multimedia-1-1/7184491741.jpg,"Насос циркуляционный Grundfos UPS 40-180 F (3х380В; 0,77кВт)",Модель.спецтехники.коллекционная,Дом и сад,"Пруд садовый, аксессуары",true,0,Дом и сад_True_0,641467,,
https://cdn1.ozone.ru/s3/multimedia-i/6717282498.jpg,Светильник регулируемой автомобильной пушки,Обликва,Строительство и ремонт,Пневматический краскопульт,true,0,Строительство и ремонт_True_0,526574,,
https://cdn1.ozone.ru/s3/multimedia-1-q/7183637198.jpg,"Ледянка мягкая овальная ПИК-99 ""Санки-блинчики Средние 80х65 см"" принт ""космос+оранжевый"" 6 слоев",Ледянка,Спорт и отдых,Ледянка,true,1,Спорт и отдых_True_1,79323,,
https://cdn1.ozone.ru/s3/multimedia-g/6815610196.jpg,Полка для хранения в центральной консоли,Обшивка.багажника,Автотовары,"Детали салона, обшивка",true,0,Автотовары_True_0,631766,,
https://cdn1.ozone.ru/s3/multimedia-1-b/7076244647.jpg,"2 упаковки больших прозрачных пластиковых коробок с 48 ячейками и регулируемыми перегородками, органайзеры для хранения ювелирных изделий",Проживание.в.пансионате,Строительство и ремонт,Набор инструментов,true,0,Строительство и ремонт_True_0,679451,,
https://cdn1.ozone.ru/s3/multimedia-s/6853559572.jpg,Накладка на ножки мебели,Принадлежности.к.АКБ,Строительство и ремонт,Прочая оснастка,true,0,Строительство и ремонт_True_0,132992,,
https://cdn1.ozone.ru/s3/multimedia-1-k/7059228356.jpg,"Шапочка для плавания взрослая ONLYTOP, тканевая, обхват 54-60 см",Маска.для.плавания,Спорт и отдых,Шапочка для плавания,true,0,Спорт и отдых_True_0,184707,,
https://cdn1.ozone.ru/s3/multimedia-1-o/7077346944.jpg,"5 шт., рыболовные снасти в форме кальмара, наживка для рыбалки",Крюк.для.вязки.арматуры,Спорт и отдых,Крючок рыболовный,true,0,Спорт и отдых_True_0,11850,,
https://cdn1.ozone.ru/s3/multimedia-1-t/7146275141.jpg,Носки,Проживание.в.пансионате,Одежда,"Носки, комплект носков",true,0,Одежда_True_0,324431,,
https://cdn1.ozone.ru/s3/multimedia-1-k/7181946308.jpg,2шт Втулка крепления заднего моста 1J0501541 Прочная износостойкая надежная Втулка заднего рычага заднего моста для родстера A3 TT,Ключ.для.вариатора.снегохода,Автотовары,Прочие мотоаксессуары,true,0,Автотовары_True_0,380220,,
https://cdn1.ozone.ru/s3/multimedia-k/6702848588.jpg,Японский чайный сервиз,Подставка.для.гриля,Дом и сад,"Венчик, миксер ручной",true,0,Дом и сад_True_0,325344,,
https://cdn1.ozone.ru/s3/multimedia-s/wc800/6818708116.jpg,Чашка для горячей воды термос портативный дорожный мини-чайник из нержавеющей стали,Обликва,Бытовая техника,Термопот,true,0,Бытовая техника_True_0,314887,,
https://cdn1.ozone.ru/s3/multimedia-1-8/6996909428.jpg,Видеокарта Palit RTX4090 24 Гб,Видеокарта,Электроника,Видеокарта,true,1,Электроника_True_1,932297,,
https://cdn1.ozone.ru/s3/multimedia-y/6759281374.jpg,"JBL NovoRed - Основной корм в форме хлопьев для золотых рыбок, 1000 мл (190 г)",Фотоадаптер.для.телескопа,Товары для животных,Корм для других животных,true,0,Товары для животных_True_0,93846,,
https://cdn1.ozone.ru/s3/multimedia-1-3/7180733019.jpg,AEGISMAX открытый теплый водонепроницаемый пуховый спаль,Спальный.мешок,Спорт и отдых,Спальный мешок,true,1,Спорт и отдых_True_1,932536,,
https://cdn1.ozone.ru/s3/multimedia-q/6756965270.jpg,Эпилятор женский красный,Обликва,Красота и гигиена,Эпилятор,true,0,Красота и гигиена_True_0,388074,,
https://cdn1.ozone.ru/s3/multimedia-1-v/7135512295.jpg,Ботинки Timberland зимние черные 10061 Black без меха Тимберленд,Амортизатор.багажника,Обувь,Ботинки,true,0,Обувь_True_0,336056,,
https://cdn1.ozone.ru/s3/multimedia-1-p/7049655313.jpg,"Молния для шитья и рукоделия потайная 30 см, 50 шт.",Услуги.по.поиску.работы,Хобби и творчество,"Застежки, пуговицы",true,0,Хобби и творчество_True_0,146094,,
https://cdn1.ozone.ru/s3/multimedia-1-a/7195436686.jpg,Пуховик H&M,Электрокуртка,Одежда,Пуховик,true,0,Одежда_True_0,778300,,
https://cdn1.ozone.ru/s3/multimedia-l/6362120745.jpg,"Сменная панель для гриля REDMOND RGP-10, 1 шт",Проживание.в.пансионате,Бытовая техника,Запчасти к технике для кухни,true,0,Бытовая техника_True_0,280251,,
https://cdn1.ozone.ru/s3/multimedia-1-d/7133025361.jpg,Эстрадные динамики TAKARA Dance 6S,Растушевка,Автотовары,Колонки для авто,true,0,Автотовары_True_0,581425,,
https://cdn1.ozone.ru/s3/multimedia-1-y/7045450018.jpg,"2 шт., женский пояс из искусственной кожи в стиле панк форме сердца с зажимом и металлической цепочкой, эластичные заклепки, бедра шипами",Пояс.для.аквааэробики,Спорт и отдых,Защита хоккейная,true,1,Спорт и отдых_True_1,333118,,
https://cdn1.ozone.ru/s3/multimedia-1-8/7202423600.jpg,Бюстгальтер бесшовный на широких бретелях без косточек,Спортивные.гольфы,Одежда,Бюстгальтер,true,0,Одежда_True_0,32932,,
https://cdn1.ozone.ru/s3/multimedia-1-s/7121779480.jpg,"Шнур для рукоделия обувной, веревка, шпагат джутовый, 0.6 см, 10 п.",Тесьма,Хобби и творчество,"Тесьма, кружево, лента, резинка",true,1,Хобби и творчество_True_1,438122,,
https://cdn1.ozone.ru/s3/multimedia-2/6422985602.jpg,Столешница для кухни Скиф 1600х600x26мм с кромкой. Цвет - Дуб Корсика темный,Сертификат.на.полет.на.мотодельтаплане,Мебель,Столешница,true,0,Мебель_True_0,268085,,
https://cdn1.ozone.ru/s3/multimedia-1-j/7173085699.jpg,Задняя планка на материнскую плату ASUS H110T,Материнская.плата,Электроника,Материнская плата,true,0,Электроника_True_0,925778,,
https://cdn1.ozone.ru/s3/multimedia-1-q/7077347414.jpg,Рыболовная приманка Светящиеся крючки,Дизайн.интерьера,Спорт и отдых,Крючок рыболовный,true,0,Спорт и отдых_True_0,292173,,
https://cdn1.ozone.ru/s3/multimedia-1-r/6948781479.jpg,"Багажник Атлант на крышу для AUDI A4 Avant 5-дв. универсал (B9), 2015-н.в, на интегрированные рейлинги, поперечины УСИЛЕННЫЕ типа крыло, 90 кг., 110 см., с замком",Комплект.багажника,Автотовары,Багажный бокс (автобокс),true,1,Автотовары_True_1,784585,,
https://cdn1.ozone.ru/s3/multimedia-1-p/7114624693.jpg,Акан Витаукт 350 мл,Судейский.гонг,Аптека,Пищевая добавка,true,0,Аптека_True_0,676691,,
https://cdn1.ozone.ru/s3/multimedia-k/wc350/6647294432.jpg,Костюм пчеловода Пчеловодческая спецодежда для защиты всего тела с прозрачной вуалью XXL,Проживание.в.пансионате,Фермерское хозяйство,Одежда для работы с медом,true,0,Фермерское хозяйство_True_0,907062,,
https://cdn1.ozone.ru/s3/multimedia-1-r/6960161727.jpg,"TETRA MIN 10 л основной корм для аквариумных рыб в хлопьях, ведро",Смесь.для.приготовления.десерта,Товары для животных,Корм для других животных,true,0,Товары для животных_True_0,147215,,
https://cdn1.ozone.ru/s3/multimedia-1-j/7178305735.jpg,Амортизатор KIA CEED 06 перправгаз,Амортизатор.рулевого.управления,Автотовары,Автозапчасти подвески,true,1,Автотовары_True_1,842897,,
https://cdn1.ozone.ru/s3/multimedia-1-0/7077662172.jpg,"Щепа для копчения Груша ""НАУГЛИ"", фр. 4-7 (3 л.)",Занятия.по.водным.видам.спорта,Дом и сад,Щепа,true,0,Дом и сад_True_0,716902,,
https://cdn1.ozone.ru/s3/multimedia-0/6843083904.jpg,"Укрепляющее масло мяты для волос с биотином и эфирными маслами, 59 мл, для роста волос и ухода за кожей головы",Масло.сурепное,Красота и гигиена,Эфирное масло,true,0,Красота и гигиена_True_0,157158,,
https://cdn1.ozone.ru/s3/multimedia-1-r/7195457583.jpg,Полусапоги,Казаки,Обувь,Сапоги,true,0,Обувь_True_0,799674,,
https://cdn1.ozone.ru/s3/multimedia-e/6769971842.jpg,Умный индуктивный Ashbin 40L,Сертификат.на.полет.на.параплане,Дом и сад,"Ведро, бак, контейнер для мусора",true,0,Дом и сад_True_0,475679,,
https://cdn1.ozone.ru/s3/multimedia-1-j/7183887355.jpg,"Фасад Евро для каркаса Ф-83 ВГ500, 355*498*16 (В*Ш*Г) мм, цвет Антрацит",Курс.по.охране.окружающей.среды,Мебель,Кухонный фасад,true,0,Мебель_True_0,513336,,
https://cdn1.ozone.ru/s3/multimedia-1-2/7197881006.jpg,Детская акустическая гитара классическая гитара 36 дюймов,Контейнер.для.раздельного.сбора.мусора,Детские товары,Музыкальный инструмент,true,0,Детские товары_True_0,120567,,
https://cdn1.ozone.ru/s3/multimedia-1-s/6936681088.jpg,"Фильтр воздушный для Ситроен С3 Пикассо 2009-2017, Citroen C3 Picasso фильтр воздушный MANN-FILTER C 3585, oem 1444TV",Ремкомплект.аппарата.химчистки.для.авто,Автотовары,Автофильтры,true,0,Автотовары_True_0,559739,,
https://cdn1.ozone.ru/s3/multimedia-1-6/wc1200/7103748282.jpg,Пеньюар парикмахерский накидка для стрижки волос и окрашивания,Диски.для.наращивания.волос,Красота и гигиена,Аксессуары для парикмахера,true,0,Красота и гигиена_True_0,543763,,
https://cdn1.ozone.ru/s3/multimedia-s/6825256912.jpg,Плюшевое светящееся одеяло Динозавр 100*151,Свитер.рабочий,Канцелярские товары,"Ранец, рюкзак, чемодан детский",true,0,Канцелярские товары_True_0,888440,,
https://cdn1.ozone.ru/s3/multimedia-1-k/7127167088.jpg,Двухдиапазонный двухканальный приемник RadioMaster DBR4 Gemini ExpressLRS,Башенный.кран.радиоуправляемый,Детские товары,Пульты и комплектующие для р/у моделей,true,0,Детские товары_True_0,628227,,
https://cdn1.ozone.ru/s3/multimedia-k/6549319196.jpg,Блок туалетный подвесной твердый 40 г DOMESTOS (Доместос) Ат,Средство.чистящее.для.ванной.и.туалета,Бытовая химия,Средство для ванной и туалета,true,1,Бытовая химия_True_1,924437,,
https://cdn1.ozone.ru/s3/multimedia-t/6594309029.jpg,22690-AA321 Датчик кислорода для SUBARU FORESTER 1998-2002 IMPREZA LEGACY 22690-AA,Радар-детектор,Автотовары,Радар-детектор,true,0,Автотовары_True_0,925136,,
https://cdn1.ozone.ru/s3/multimedia-u/6148966194.jpg,"Силовой удлинитель на катушке УК20 с термозащитой, 4-местный, 20м, с крышками, WKP15-16-04-20-44 WKP15-16-04-20-44 IEK",Удлинитель.инструмента,Электроника,"Сетевой фильтр, удлинитель, разветвитель",true,1,Электроника_True_1,834209,,
https://cdn1.ozone.ru/s3/multimedia-1-j/7116593275.jpg,Перчатки для вратаря,Тренировочные.перчатки.для.футбола,Спорт и отдых,Вратарские перчатки,true,0,Спорт и отдых_True_0,827281,,
https://cdn1.ozone.ru/s3/multimedia-1-s/6931001080.jpg,Солнцезащитные перчатки,Шлем.для.картинга,Автотовары,Мотозащита с размерами,true,0,Автотовары_True_0,711534,,
https://cdn1.ozone.ru/s3/multimedia-1-s/7183430380.jpg,Кухонная машина Zigmund & Shtain ZKM-970,Миксер,Бытовая техника,Кухонный комбайн,true,1,Бытовая техника_True_1,142310,,
https://cdn1.ozone.ru/s3/multimedia-1-w/7050944120.jpg,"Игрушка-подвеска PLAYGRO Щенок, 1 мл",Мочесборник.для.животных,Аптека,Витамины спортивные,true,0,Аптека_True_0,551628,,
https://cdn1.ozone.ru/s3/multimedia-1-8/7144039736.jpg,Джемпер Ralph Lauren,Нагрудник.хоккейный,Одежда,"Свитер, джемпер",true,0,Одежда_True_0,847907,,
https://cdn1.ozone.ru/s3/multimedia-1-i/7050949002.jpg,"Термобрашинг HH Simonsen Heat Brush S, 1 мл",Тент.садовый,Аптека,Витамины спортивные,true,0,Аптека_True_0,873663,,
https://cdn1.ozone.ru/s3/multimedia-9/6593453073.jpg,8971748720 Электромагнитный клапан давления в масляной рам,Парктроник,Автотовары,Парктроники,true,0,Автотовары_True_0,932500,,
https://cdn1.ozone.ru/s3/multimedia-5/6108786065.jpg,Фонарь указателя поворота мотоцикла для Honda CBR600 CBR600RR F5 F4I RC51,Покупка.недвижимости,Автотовары,Автомобильные лампы,true,0,Автотовары_True_0,23567,,
https://cdn1.ozone.ru/s3/multimedia-1-x/7195863597.jpg,Костюм спортивный Рыба,Брюки.спортивные,Одежда,Комплект одежды,true,0,Одежда_True_0,247196,,
https://cdn1.ozone.ru/s3/multimedia-9/6755699817.jpg,"Гетры Demix, 1 пара",Юбка.карнавальная,Одежда,Гетры,true,0,Одежда_True_0,946762,,
https://cdn1.ozone.ru/s3/multimedia-1-4/7048902676.jpg,"Резинка для шитья отделочная, шнур эластичный, 0.5 см, 132 м",Наушники.для.борьбы,Хобби и творчество,"Тесьма, кружево, лента, резинка",true,0,Хобби и творчество_True_0,594562,,
https://cdn1.ozone.ru/s3/multimedia-1-3/6954665835.jpg,"Пенал 1 секция, 130 х 210 х 40 мм, 2 откидные планки, тканевый, Calligrata TOP, Content ""Аниме клинок""]",Услуги.по.поиску.работы,Канцелярские товары,Органайзер настольный,true,0,Канцелярские товары_True_0,645488,,
https://cdn1.ozone.ru/s3/multimedia-3/6813916815.jpg,Альгинатная маска для лица и тела HYDRO COMFORT с экстрактом алое вера 30 г,Плекс.для.осветления,Красота и гигиена,Маска для волос,true,0,Красота и гигиена_True_0,251432,,
https://cdn1.ozone.ru/s3/multimedia-1-a/6991792066.jpg,Дыхательный клапан для дайвинга,Баллон.для.дайвинга,Спорт и отдых,Аксессуары для дайвинга,true,0,Спорт и отдых_True_0,466357,,
https://cdn1.ozone.ru/s3/multimedia-1-l/6948781473.jpg,"Багажник Атлант на крышу для BMW X5 5-дв внедорожник, 2019-н.в. (G05), на интегрированные рейлинги, поперечины типа аэро, 75 кг., 126 см., с замком",Багажный.бокс.(автобокс),Автотовары,Багажный бокс (автобокс),true,1,Автотовары_True_1,946379,,
https://cdn1.ozone.ru/s3/multimedia-1-o/7182114936.jpg,Шапка теплая зимняя демисезонная женская подростковая детская шерстяная вязанная,Услуги.по.подбору.персонала,Одежда,Шапка,true,0,Одежда_True_0,246926,,
https://cdn1.ozone.ru/s3/multimedia-7/6186795727.jpg,10 шт Профессиональный набор для парикмахера.,Проживание.в.пансионате,Красота и гигиена,Ножницы парикмахерские,true,0,Красота и гигиена_True_0,382212,,
https://cdn1.ozone.ru/s3/multimedia-1-8/7125670736.jpg,Рождественский многослойный орнамент автомобиль Санта-Клаус поддельные растения дерево домашний лоток украшения Настольная ферма декоративные знаки праздничные принадлежности,Кофр.для.хранения.вещей,Дом и сад,Кофр для хранения вещей,true,0,Дом и сад_True_0,669322,,
https://cdn1.ozone.ru/s3/multimedia-v/wc350/6857526847.jpg,Комплект парта + стул,Туалетный.столик,Мебель,Парта,true,0,Мебель_True_0,913022,,
https://cdn1.ozone.ru/s3/multimedia-1-g/6957941020.jpg,"Планшет HONOR Pad X8a WiFi, глобальная версия 4_128GB, серый",Скребок-лопатка.для.улья,Электроника,Планшет,true,0,Электроника_True_0,427040,,
https://cdn1.ozone.ru/s3/multimedia-1-o/6946122732.jpg,"Фокусы Набор фокусника , 150 фокусов",Набор.для.подвижных.игр,Хобби и творчество,Фокусы,true,0,Хобби и творчество_True_0,173844,,
https://cdn1.ozone.ru/s3/multimedia-1-j/7196276467.jpg,Рулетка-трос к снегокату Nika Цветная (Цвет: Светло-Бирюзовый),DSL.модем,Спорт и отдых,"Аксессуары для санок, снегокатов, тюбингов",true,0,Спорт и отдых_True_0,759361,,
https://cdn1.ozone.ru/s3/multimedia-1-3/7023100791.jpg,"Кроссовки мужчина женщина New Balance весна и осень Воздухопроницаемый уютный,36,синий,36EUR",Доска,Обувь,Кроссовки,true,0,Обувь_True_0,905886,,
https://cdn1.ozone.ru/s3/multimedia-w/6356692604.jpg,Развивающий набор Мой магазин,Пазл,Хобби и творчество,Головоломка,true,0,Хобби и творчество_True_0,375998,,
https://cdn1.ozone.ru/s3/multimedia-1-f/7094293503.jpg,Анальный стимулятор,Анальный.стимулятор,Товары для взрослых,Анальный стимулятор,true,1,Товары для взрослых_True_1,920016,,
https://cdn1.ozone.ru/s3/multimedia-0/6373754916.jpg,Подарочный пакет ND Play большой 250х350х100 мм (292398),Занятия.по.лыжному.спорту,Дом и сад,Пакет подарочный,true,0,Дом и сад_True_0,7875,,
https://cdn1.ozone.ru/s3/multimedia-1-b/7003858979.jpg,CONSTANT DELIGHT Окислитель 6 % эмульсионный 150 мл,Усилитель.бампера,Красота и гигиена,Окислитель,true,0,Красота и гигиена_True_0,49994,,
https://cdn1.ozone.ru/s3/multimedia-6/6824184594.jpg,95447-3B400 Автомобильный AWD ECU Модуль управления раздаточн,Радар-детектор,Автотовары,Радар-детектор,true,0,Автотовары_True_0,926750,,
https://cdn1.ozone.ru/s3/multimedia-1-8/6917953904.jpg,NERO GOLD Super Premium Sensitive 12 кг сухой корм для взрослых собак с чувствительным пищеварением индейка и рис,Кормовая.добавка.для.сельскохозяйственных.животных,Товары для животных,Корм сухой,true,0,Товары для животных_True_0,552043,,
https://cdn1.ozone.ru/s3/multimedia-2/6130806398.jpg,"3D шарнирные удлинители для пальцев, реквизит для украшения пальцев на Хэллоуин, подвижный палец, ужас, призра",Аксессуар.для.поильников,Детские товары,Аксессуары для кукол,true,0,Детские товары_True_0,872327,,
https://cdn1.ozone.ru/s3/multimedia-a/6771813814.jpg,"Автокресло детское от 0-12 лет Happy Baby Sandex, группа 0_1_2_3, (0-36 кг), черное",Сиденье.для.автомобиля,Детские товары,Детское автокресло,true,0,Детские товары_True_0,63297,,
https://cdn1.ozone.ru/s3/multimedia-1-0/7011310248.jpg,"WeraSoap Кедр и сандал мыло для бритья, 80г",Гель.для.бритья,Красота и гигиена,Средства для бритья,true,1,Красота и гигиена_True_1,344600,,
https://cdn1.ozone.ru/s3/multimedia-1-s/7196295376.jpg,"Пепельница автомобильная, с крышкой и подсветкой_Размер 10х7cm",Пепельница,Товары для курения и аксессуары,Пепельница,true,1,Товары для курения и аксессуары_True_1,166001,,
https://cdn1.ozone.ru/s3/multimedia-1-c/7195942812.jpg,"Чехол для Google Pixel 8A (Гугл Пиксель 8A) с защитой камеры, Дьявольская улыбка",Чехол.для.плеера,Электроника,Чехол для смартфона,true,0,Электроника_True_0,139178,,
https://cdn1.ozone.ru/s3/multimedia-1-q/7196558174.jpg,"Арматура одноуровневая боковой подвод 1_2"" пластик",Фунгицид,Строительство и ремонт,Арматура запорная,true,0,Строительство и ремонт_True_0,796568,,
https://cdn1.ozone.ru/s3/multimedia-1-2/7127557814.jpg,"Гремучая смесь приманка от грызунов, крыс и мышей (мягкие брикеты), 500 г",Жидкое.противоскользящее.покрытие,Бытовая химия,Приманка для грызунов,true,0,Бытовая химия_True_0,318326,,
